Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,defectFixed,defectType,lifecycle:transition,numberRepairs,org:resource,phoneType
845,Register,System,1970/01/19 18:15:00.000,1970/01/19 18:15:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Register,,,complete,,System,
845,Analyze Defect,Tester2,1970/01/19 18:15:00.000,1970/01/19 18:23:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Analyze Defect,,2,complete,,Tester2,T3
845,Repair (Simple),SolverS3,1970/01/19 18:34:00.000,1970/01/19 18:50:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Repair (Simple),,,complete,,SolverS3,
845,Inform User,System,1970/01/19 18:47:00.000,1970/01/19 18:47:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Inform User,,,complete,,System,
845,Test Repair,Tester4,1970/01/19 18:50:00.000,1970/01/19 18:58:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Test Repair,true,,complete,1,Tester4,
845,Archive Repair,System,1970/01/19 19:05:00.000,1970/01/19 19:05:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Archive Repair,true,,complete,1,System,
845,End,End,1970/01/19 19:05:00.000,1970/01/19 19:05:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,End,End,complete,End,End,End
846,Register,System,1970/01/19 23:33:00.000,1970/01/19 23:33:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Register,,,complete,,System,
846,Analyze Defect,Tester3,1970/01/19 23:33:00.000,1970/01/19 23:42:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Analyze Defect,,8,complete,,Tester3,T3
846,Inform User,System,1970/01/19 23:59:00.000,1970/01/19 23:59:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Inform User,,,complete,,System,
846,Repair (Complex),SolverC1,1970/01/20 00:08:00.000,1970/01/20 00:23:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Repair (Complex),,,complete,,SolverC1,
846,Test Repair,Tester5,1970/01/20 00:23:00.000,1970/01/20 00:32:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Test Repair,true,,complete,0,Tester5,
846,Archive Repair,System,1970/01/20 00:41:00.000,1970/01/20 00:41:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Archive Repair,true,,complete,0,System,
846,End,End,1970/01/20 00:41:00.000,1970/01/20 00:41:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,End,End,complete,End,End,End
847,Register,System,1970/01/19 04:25:00.000,1970/01/19 04:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
847,Analyze Defect,Tester5,1970/01/19 04:25:00.000,1970/01/19 04:32:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,7,complete,,Tester5,T3
847,Repair (Complex),SolverC1,1970/01/19 04:44:00.000,1970/01/19 04:54:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
847,Inform User,System,1970/01/19 04:48:00.000,1970/01/19 04:48:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
847,Test Repair,Tester5,1970/01/19 04:54:00.000,1970/01/19 05:03:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
847,Archive Repair,System,1970/01/19 05:08:00.000,1970/01/19 05:08:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
847,End,End,1970/01/19 05:08:00.000,1970/01/19 05:08:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
848,Register,System,1970/01/19 03:40:00.000,1970/01/19 03:40:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
848,Analyze Defect,Tester1,1970/01/19 03:40:00.000,1970/01/19 03:50:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,9,complete,,Tester1,T1
848,Repair (Complex),SolverC1,1970/01/19 04:17:00.000,1970/01/19 04:31:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC1,
848,Inform User,System,1970/01/19 04:30:00.000,1970/01/19 04:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
848,Test Repair,Tester6,1970/01/19 04:31:00.000,1970/01/19 04:36:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester6,
848,Archive Repair,System,1970/01/19 04:42:00.000,1970/01/19 04:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
848,End,End,1970/01/19 04:42:00.000,1970/01/19 04:42:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
849,Register,System,1970/01/19 21:15:00.000,1970/01/19 21:15:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
849,Analyze Defect,Tester2,1970/01/19 21:15:00.000,1970/01/19 21:23:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,5,complete,,Tester2,T1
849,Repair (Complex),SolverC3,1970/01/19 21:30:00.000,1970/01/19 22:16:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
849,Inform User,System,1970/01/19 21:59:00.000,1970/01/19 21:59:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
849,Test Repair,Tester2,1970/01/19 22:16:00.000,1970/01/19 22:21:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester2,
849,Archive Repair,System,1970/01/19 22:30:00.000,1970/01/19 22:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
849,End,End,1970/01/19 22:30:00.000,1970/01/19 22:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
85,Register,System,1970/01/03 16:10:00.000,1970/01/03 16:10:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Register,,,complete,,System,
85,Analyze Defect,Tester5,1970/01/03 16:10:00.000,1970/01/03 16:17:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Analyze Defect,,7,complete,,Tester5,T3
85,Inform User,System,1970/01/03 16:33:00.000,1970/01/03 16:33:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Inform User,,,complete,,System,
85,Repair (Complex),SolverC2,1970/01/03 16:41:00.000,1970/01/03 16:53:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Repair (Complex),,,complete,,SolverC2,
85,Test Repair,Tester2,1970/01/03 16:53:00.000,1970/01/03 17:01:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Test Repair,true,,complete,0,Tester2,
85,Archive Repair,System,1970/01/03 17:06:00.000,1970/01/03 17:06:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,Archive Repair,true,,complete,0,System,
85,End,End,1970/01/03 17:06:00.000,1970/01/03 17:06:00.000,Variant 4,4,Fluxicon Disco,Variant 4,4,End,End,End,complete,End,End,End
850,Register,System,1970/01/19 20:29:00.000,1970/01/19 20:29:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
850,Analyze Defect,Tester6,1970/01/19 20:29:00.000,1970/01/19 20:38:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,8,complete,,Tester6,T3
850,Repair (Complex),SolverC3,1970/01/19 20:39:00.000,1970/01/19 21:25:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC3,
850,Inform User,System,1970/01/19 20:59:00.000,1970/01/19 20:59:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
850,Test Repair,Tester4,1970/01/19 21:25:00.000,1970/01/19 21:34:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester4,
850,Archive Repair,System,1970/01/19 21:44:00.000,1970/01/19 21:44:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
850,End,End,1970/01/19 21:44:00.000,1970/01/19 21:44:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
851,Register,System,1970/01/19 10:14:00.000,1970/01/19 10:14:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
851,Analyze Defect,Tester1,1970/01/19 10:14:00.000,1970/01/19 10:22:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,8,complete,,Tester1,T1
851,Repair (Complex),SolverC2,1970/01/19 10:24:00.000,1970/01/19 10:36:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
851,Test Repair,Tester5,1970/01/19 10:36:00.000,1970/01/19 10:44:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester5,
851,Inform User,System,1970/01/19 10:39:00.000,1970/01/19 10:39:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
851,Archive Repair,System,1970/01/19 10:54:00.000,1970/01/19 10:54:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
851,End,End,1970/01/19 10:54:00.000,1970/01/19 10:54:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
852,Register,System,1970/01/18 13:41:00.000,1970/01/18 13:41:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Register,,,complete,,System,
852,Analyze Defect,Tester2,1970/01/18 13:41:00.000,1970/01/18 13:46:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Analyze Defect,,6,complete,,Tester2,T2
852,Repair (Simple),SolverS1,1970/01/18 14:02:00.000,1970/01/18 14:08:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Repair (Simple),,,complete,,SolverS1,
852,Test Repair,Tester2,1970/01/18 14:08:00.000,1970/01/18 14:13:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Test Repair,false,,complete,1,Tester2,
852,Restart Repair,System,1970/01/18 14:18:00.000,1970/01/18 14:18:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Restart Repair,,,complete,,System,
852,Repair (Complex),SolverC2,1970/01/18 14:18:00.000,1970/01/18 14:31:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Repair (Complex),,,complete,,SolverC2,
852,Inform User,System,1970/01/18 14:19:00.000,1970/01/18 14:19:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Inform User,,,complete,,System,
852,Test Repair,Tester4,1970/01/18 14:31:00.000,1970/01/18 14:36:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Test Repair,true,,complete,1,Tester4,
852,Archive Repair,System,1970/01/18 14:41:00.000,1970/01/18 14:41:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,Archive Repair,true,,complete,1,System,
852,End,End,1970/01/18 14:41:00.000,1970/01/18 14:41:00.000,Variant 20,20,Fluxicon Disco,Variant 20,20,End,End,End,complete,End,End,End
853,Register,System,1970/01/19 11:32:00.000,1970/01/19 11:32:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
853,Analyze Defect,Tester4,1970/01/19 11:32:00.000,1970/01/19 11:42:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,9,complete,,Tester4,T2
853,Repair (Complex),SolverC2,1970/01/19 11:45:00.000,1970/01/19 11:59:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
853,Test Repair,Tester6,1970/01/19 11:59:00.000,1970/01/19 12:09:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester6,
853,Inform User,System,1970/01/19 12:22:00.000,1970/01/19 12:22:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
853,Archive Repair,System,1970/01/19 12:22:00.000,1970/01/19 12:22:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
853,End,End,1970/01/19 12:22:00.000,1970/01/19 12:22:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
854,Register,System,1970/01/20 02:19:00.000,1970/01/20 02:19:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
854,Analyze Defect,Tester3,1970/01/20 02:19:00.000,1970/01/20 02:29:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,5,complete,,Tester3,T3
854,Repair (Complex),SolverC1,1970/01/20 02:37:00.000,1970/01/20 02:48:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC1,
854,Test Repair,Tester3,1970/01/20 02:48:00.000,1970/01/20 02:56:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester3,
854,Inform User,System,1970/01/20 02:51:00.000,1970/01/20 02:51:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
854,Archive Repair,System,1970/01/20 03:04:00.000,1970/01/20 03:04:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
854,End,End,1970/01/20 03:04:00.000,1970/01/20 03:04:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
855,Register,System,1970/01/20 01:28:00.000,1970/01/20 01:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
855,Analyze Defect,Tester3,1970/01/20 01:28:00.000,1970/01/20 01:36:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,10,complete,,Tester3,T3
855,Repair (Complex),SolverC2,1970/01/20 01:52:00.000,1970/01/20 02:03:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
855,Inform User,System,1970/01/20 02:02:00.000,1970/01/20 02:02:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
855,Test Repair,Tester5,1970/01/20 02:03:00.000,1970/01/20 02:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
855,Archive Repair,System,1970/01/20 02:18:00.000,1970/01/20 02:18:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
855,End,End,1970/01/20 02:18:00.000,1970/01/20 02:18:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
856,Register,System,1970/01/18 13:10:00.000,1970/01/18 13:10:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Register,,,complete,,System,
856,Analyze Defect,Tester3,1970/01/18 13:10:00.000,1970/01/18 13:18:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Analyze Defect,,3,complete,,Tester3,T1
856,Repair (Simple),SolverS1,1970/01/18 13:23:00.000,1970/01/18 13:30:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Repair (Simple),,,complete,,SolverS1,
856,Test Repair,Tester1,1970/01/18 13:30:00.000,1970/01/18 13:40:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Test Repair,false,,complete,1,Tester1,
856,Inform User,System,1970/01/18 13:36:00.000,1970/01/18 13:36:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Inform User,,,complete,,System,
856,Restart Repair,System,1970/01/18 13:49:00.000,1970/01/18 13:49:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Restart Repair,,,complete,,System,
856,Repair (Simple),SolverS2,1970/01/18 13:49:00.000,1970/01/18 13:58:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Repair (Simple),,,complete,,SolverS2,
856,Test Repair,Tester5,1970/01/18 13:58:00.000,1970/01/18 14:08:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Test Repair,true,,complete,2,Tester5,
856,Archive Repair,System,1970/01/18 14:13:00.000,1970/01/18 14:13:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,Archive Repair,true,,complete,2,System,
856,End,End,1970/01/18 14:13:00.000,1970/01/18 14:13:00.000,Variant 7,7,Fluxicon Disco,Variant 7,7,End,End,End,complete,End,End,End
857,Register,System,1970/01/19 18:52:00.000,1970/01/19 18:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
857,Analyze Defect,Tester1,1970/01/19 18:52:00.000,1970/01/19 18:58:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,10,complete,,Tester1,T2
857,Repair (Complex),SolverC2,1970/01/19 19:08:00.000,1970/01/19 19:24:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
857,Inform User,System,1970/01/19 19:23:00.000,1970/01/19 19:23:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
857,Test Repair,Tester5,1970/01/19 19:24:00.000,1970/01/19 19:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester5,
857,Archive Repair,System,1970/01/19 19:39:00.000,1970/01/19 19:39:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
857,End,End,1970/01/19 19:39:00.000,1970/01/19 19:39:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
858,Register,System,1970/01/19 18:55:00.000,1970/01/19 18:55:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Register,,,complete,,System,
858,Analyze Defect,Tester2,1970/01/19 18:55:00.000,1970/01/19 19:02:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Defect,,10,complete,,Tester2,T2
858,Repair (Complex),SolverC2,1970/01/19 19:24:00.000,1970/01/19 19:41:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Repair (Complex),,,complete,,SolverC2,
858,Inform User,System,1970/01/19 19:29:00.000,1970/01/19 19:29:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Inform User,,,complete,,System,
858,Test Repair,Tester1,1970/01/19 19:41:00.000,1970/01/19 19:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Test Repair,true,,complete,0,Tester1,
858,Archive Repair,System,1970/01/19 19:57:00.000,1970/01/19 19:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Archive Repair,true,,complete,0,System,
858,End,End,1970/01/19 19:57:00.000,1970/01/19 19:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,End,End,End,complete,End,End,End
859,Register,System,1970/01/20 00:25:00.000,1970/01/20 00:25:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Register,,,complete,,System,
859,Analyze Defect,Tester2,1970/01/20 00:25:00.000,1970/01/20 00:35:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Analyze Defect,,3,complete,,Tester2,T3
859,Repair (Simple),SolverS2,1970/01/20 00:40:00.000,1970/01/20 00:55:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Repair (Simple),,,complete,,SolverS2,
859,Test Repair,Tester5,1970/01/20 00:55:00.000,1970/01/20 01:01:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Test Repair,true,,complete,1,Tester5,
859,Inform User,System,1970/01/20 00:59:00.000,1970/01/20 00:59:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Inform User,,,complete,,System,
859,Archive Repair,System,1970/01/20 01:09:00.000,1970/01/20 01:09:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,Archive Repair,true,,complete,1,System,
859,End,End,1970/01/20 01:09:00.000,1970/01/20 01:09:00.000,Variant 3,3,Fluxicon Disco,Variant 3,3,End,End,End,complete,End,End,End
86,Register,System,1970/01/03 08:56:00.000,1970/01/03 08:56:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Register,,,complete,,System,
86,Analyze Defect,Tester4,1970/01/03 08:56:00.000,1970/01/03 09:01:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Analyze Defect,,4,complete,,Tester4,T1
86,Repair (Simple),SolverS1,1970/01/03 09:04:00.000,1970/01/03 09:09:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Repair (Simple),,,complete,,SolverS1,
86,Test Repair,Tester4,1970/01/03 09:09:00.000,1970/01/03 09:15:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Test Repair,false,,complete,1,Tester4,
86,Restart Repair,System,1970/01/03 09:22:00.000,1970/01/03 09:22:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Restart Repair,,,complete,,System,
86,Repair (Simple),SolverS3,1970/01/03 09:22:00.000,1970/01/03 09:38:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Repair (Simple),,,complete,,SolverS3,
86,Inform User,System,1970/01/03 09:25:00.000,1970/01/03 09:25:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Inform User,,,complete,,System,
86,Test Repair,Tester4,1970/01/03 09:38:00.000,1970/01/03 09:45:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Test Repair,true,,complete,2,Tester4,
86,Archive Repair,System,1970/01/03 09:53:00.000,1970/01/03 09:53:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,Archive Repair,true,,complete,2,System,
86,End,End,1970/01/03 09:53:00.000,1970/01/03 09:53:00.000,Variant 8,8,Fluxicon Disco,Variant 8,8,End,End,End,complete,End,End,End
860,Register,System,1970/01/19 01:39:00.000,1970/01/19 01:39:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Register,,,complete,,System,
860,Analyze Defect,Tester4,1970/01/19 01:39:00.000,1970/01/19 01:44:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Analyze Defect,,10,complete,,Tester4,T1
860,Repair (Complex),SolverC2,1970/01/19 01:48:00.000,1970/01/19 02:07:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Repair (Complex),,,complete,,SolverC2,
860,Test Repair,Tester4,1970/01/19 02:07:00.000,1970/01/19 02:17:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Test Repair,true,,complete,0,Tester4,
860,Inform User,System,1970/01/19 02:08:00.000,1970/01/19 02:08:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Inform User,,,complete,,System,
860,Archive Repair,System,1970/01/19 02:25:00.000,1970/01/19 02:25:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,Archive Repair,true,,complete,0,System,
860,End,End,1970/01/19 02:25:00.000,1970/01/19 02:25:00.000,Variant 2,2,Fluxicon Disco,Variant 2,2,End,End,End,complete,End,End,End
861,Register,System,1970/01/19 16:50:00.000,1970/01/19 16:50:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Register,,,complete,,System,
861,Analyze Defect,Tester1,1970/01/19 16:50:00.000,1970/01/19 16:55:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Analyze Defect,,3,complete,,Tester1,T1
861,Repair (Simple),SolverS3,1970/01/19 17:15:00.000,1970/01/19 17:30:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Repair (Simple),,,complete,,SolverS3,
861,Inform User,System,1970/01/19 17:25:00.000,1970/01/19 17:25:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Inform User,,,complete,,System,
861,Test Repair,Tester4,1970/01/19 17:30:00.000,1970/01/19 17:35:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Test Repair,true,,complete,1,Tester4,
861,Archive Repair,System,1970/01/19 17:41:00.000,1970/01/19 17:41:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,Archive Repair,true,,complete,1,System,
861,End,End,1970/01/19 17:41:00.000,1970/01/19 17:41:00.000,Variant 5,5,Fluxicon Disco,Variant 5,5,End,End,End,complete,End,End,End
862,Register,System,1970/01/18 17:45:00.000,1970/01/18 17:45:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Register,,,complete,,System,
862,Analyze Defect,Tester4,1970/01/18 17:45:00.000,1970/01/18 17:55:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Analyze Defect,,3,complete,,Tester4,T1
862,Repair (Simple),SolverS2,1970/01/18 17:57:00.000,1970/01/18 18:12:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS2,
862,Test Repair,Tester5,1970/01/18 18:12:00.000,1970/01/18 18:20:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,1,Tester5,
862,Restart Repair,System,1970/01/18 18:25:00.000,1970/01/18 18:25:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Restart Repair,,,complete,,System,
862,Repair (Simple),SolverS2,1970/01/18 18:25:00.000,1970/01/18 18:37:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS2,
862,Test Repair,Tester5,1970/01/18 18:37:00.000,1970/01/18 18:47:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,2,Tester5,
862,Inform User,System,1970/01/18 18:45:00.000,1970/01/18 18:45:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Inform User,,,complete,,System,
862,Restart Repair,System,1970/01/18 18:53:00.000,1970/01/18 18:53:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Restart Repair,,,complete,,System,
862,Repair (Simple),SolverS1,1970/01/18 18:53:00.000,1970/01/18 19:00:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
862,Test Repair,Tester4,1970/01/18 19:00:00.000,1970/01/18 19:09:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,3,Tester4,
862,Archive Repair,System,1970/01/18 19:14:00.000,1970/01/18 19:14:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Archive Repair,false,,complete,3,System,
862,End,End,1970/01/18 19:14:00.000,1970/01/18 19:14:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,End,End,End,complete,End,End,End
863,Register,System,1970/01/18 20:16:00.000,1970/01/18 20:16:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Register,,,complete,,System,
863,Analyze Defect,Tester4,1970/01/18 20:16:00.000,1970/01/18 20:23:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Analyze Defect,,3,complete,,Tester4,T3
863,Repair (Simple),SolverS1,1970/01/18 20:34:00.000,1970/01/18 20:39:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
863,Test Repair,Tester6,1970/01/18 20:39:00.000,1970/01/18 20:49:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,1,Tester6,
863,Restart Repair,System,1970/01/18 20:54:00.000,1970/01/18 20:54:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Restart Repair,,,complete,,System,
863,Repair (Simple),SolverS1,1970/01/18 20:54:00.000,1970/01/18 21:01:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Repair (Simple),,,complete,,SolverS1,
863,Test Repair,Tester4,1970/01/18 21:01:00.000,1970/01/18 21:10:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Test Repair,false,,complete,2,Tester4,
863,Inform User,System,1970/01/18 21:07:00.000,1970/01/18 21:07:00.000,Variant 14,14,Fluxicon Disco,Variant 14,14,Inform User,,,complete,,System,
